name,source,category,subcategory,type,url,description,project_tags,domain_tags,production_ready,learning_value,blender_dep,sacred_circuits_relevance,priority_score,related_apis,example_count,notes
BitonicSort,threejs-docs,Addons,GPGPU,api,https://threejs.org/docs/#examples/en/gpgpu/BitonicSort,GPU-based bitonic sort algorithm,Orbs,gpgpu,0.5,0.4,0.1,0.5,0.6,,0,GPU-based bitonic sort algorithm
JuliusJS,awesome-js,Audio,Speech,library,https://github.com/zzmp/juliusjs,Speech recognition library for the web,Pantheon,audio|speech|recognition,0.3,0.6,0.0,0.5,0.6,,0,Browser speech recognition
MeshPhysicalNodeMaterial,threejs-docs,Materials,Mesh,api,https://threejs.org/docs/#api/en/materials/MeshPhysicalNodeMaterial,Node-based PBR physical material for WebGPU,Pantheon|Orbs,mesh,0.6,0.6,0.7,0.5,0.58,,0,Node-based PBR physical material for WebGPU
MeshSSSNodeMaterial,threejs-docs,Materials,Mesh,api,https://threejs.org/docs/#api/en/materials/MeshSSSNodeMaterial,Subsurface scattering material for translucent objects,Pantheon|Orbs,mesh,0.6,0.6,0.7,0.5,0.58,,0,Subsurface scattering material for translucent objects
MeshStandardNodeMaterial,threejs-docs,Materials,Mesh,api,https://threejs.org/docs/#api/en/materials/MeshStandardNodeMaterial,Node-based standard PBR material for WebGPU,Pantheon|Orbs,mesh,0.6,0.6,0.7,0.5,0.58,,0,Node-based standard PBR material for WebGPU
DDSLoader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/DDSLoader,Loads DDS compressed texture format,Orbs,loaders,0.6,0.4,0.4,0.5,0.58,,0,Loads DDS compressed texture format
TGALoader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/TGALoader,Loads TGA image format as textures,Orbs,loaders,0.6,0.4,0.4,0.5,0.58,,0,Loads TGA image format as textures
NURBSUtils,threejs-docs,Addons,Curves,api,https://threejs.org/docs/#examples/en/curves/NURBSUtils,Utility functions for NURBS calculations,Constellation,curves,0.6,0.4,0.4,0.5,0.58,,0,Utility functions for NURBS calculations
OculusHandModel,threejs-docs,Addons,WebXR,api,https://threejs.org/docs/#examples/en/webxr/OculusHandModel,Meta Quest hand tracking model,Ritual,webxr,0.6,0.4,0.4,0.5,0.58,,0,Meta Quest hand tracking model
WebGLTimestampQueryPool,threejs-docs,Renderers,Profiling,api,https://threejs.org/docs/#api/en/renderers/WebGLTimestampQueryPool,WebGL-specific timestamp query pool,Orbs,profiling,0.5,0.3,0.1,0.5,0.57,,0,WebGL-specific timestamp query pool
WebGPUTimestampQueryPool,threejs-docs,Renderers,Profiling,api,https://threejs.org/docs/#api/en/renderers/WebGPUTimestampQueryPool,WebGPU-specific timestamp query pool,Orbs,profiling,0.5,0.3,0.1,0.5,0.57,,0,WebGPU-specific timestamp query pool
WGSLNodeFunction,threejs-docs,Renderers,NodeSystem,api,https://threejs.org/docs/#api/en/renderers/WGSLNodeFunction,WGSL function representation in node system,Orbs,nodesystem,0.5,0.3,0.1,0.5,0.57,,0,WGSL function representation in node system
WGSLNodeParser,threejs-docs,Renderers,NodeSystem,api,https://threejs.org/docs/#api/en/renderers/WGSLNodeParser,Parses WGSL code into node graph,Orbs,nodesystem,0.5,0.3,0.1,0.5,0.57,,0,Parses WGSL code into node graph
PVRLoader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/PVRLoader,Loads PVRTC compressed texture format,Orbs,loaders,0.5,0.3,0.1,0.5,0.57,,0,Loads PVRTC compressed texture format
CSMShadowNode,threejs-docs,Addons,CSM,api,https://threejs.org/docs/#examples/en/csm/CSMShadowNode,Node material shadow node for CSM,Pantheon,csm,0.5,0.3,0.1,0.5,0.57,,0,Node material shadow node for CSM
CSMShader,threejs-docs,Addons,CSM,api,https://threejs.org/docs/#examples/en/csm/CSMShader,Shader code for cascaded shadow map rendering,Pantheon,csm,0.5,0.3,0.1,0.5,0.57,,0,Shader code for cascaded shadow map rendering
DecoratedTorusKnot4a,threejs-docs,Addons,Curves,api,https://threejs.org/docs/#examples/en/curves/DecoratedTorusKnot4a,Decorative torus knot variant 4a,Constellation,curves,0.5,0.3,0.1,0.5,0.57,,0,Decorative torus knot variant 4a
DecoratedTorusKnot4b,threejs-docs,Addons,Curves,api,https://threejs.org/docs/#examples/en/curves/DecoratedTorusKnot4b,Decorative torus knot variant 4b,Constellation,curves,0.5,0.3,0.1,0.5,0.57,,0,Decorative torus knot variant 4b
DecoratedTorusKnot5a,threejs-docs,Addons,Curves,api,https://threejs.org/docs/#examples/en/curves/DecoratedTorusKnot5a,Decorative torus knot variant 5a,Constellation,curves,0.5,0.3,0.1,0.5,0.57,,0,Decorative torus knot variant 5a
DecoratedTorusKnot5c,threejs-docs,Addons,Curves,api,https://threejs.org/docs/#examples/en/curves/DecoratedTorusKnot5c,Decorative torus knot variant 5c,Constellation,curves,0.5,0.3,0.1,0.5,0.57,,0,Decorative torus knot variant 5c
LDrawConditionalLineMaterial,threejs-docs,Addons,Materials,api,https://threejs.org/docs/#examples/en/materials/LDrawConditionalLineMaterial,Conditional line material for LDraw rendering,Constellation,materials,0.5,0.3,0.1,0.5,0.57,,0,Conditional line material for LDraw rendering
ParallaxBarrierPassNode,threejs-docs,Addons,TSL,api,https://threejs.org/docs/#examples/en/tsl/ParallaxBarrierPassNode,Parallax barrier pass for WebGPU,Ritual,tsl,0.5,0.3,0.1,0.5,0.57,,0,Parallax barrier pass for WebGPU
StereoCompositePassNode,threejs-docs,Addons,TSL,api,https://threejs.org/docs/#examples/en/tsl/StereoCompositePassNode,Stereo composite pass for WebGPU VR,Ritual,tsl,0.5,0.3,0.1,0.5,0.57,,0,Stereo composite pass for WebGPU VR
StereoPassNode,threejs-docs,Addons,TSL,api,https://threejs.org/docs/#examples/en/tsl/StereoPassNode,Basic stereo rendering pass for WebGPU,Ritual,tsl,0.5,0.3,0.1,0.5,0.57,,0,Basic stereo rendering pass for WebGPU
TileShadowNodeHelper,threejs-docs,Addons,TSL,api,https://threejs.org/docs/#examples/en/tsl/TileShadowNodeHelper,Helper for tile shadow visualization,Pantheon,tsl,0.5,0.3,0.1,0.5,0.57,,0,Helper for tile shadow visualization
WebGPUTextureUtils,threejs-docs,Addons,Utils,api,https://threejs.org/docs/#examples/en/utils/WebGPUTextureUtils,WebGPU-specific texture utility functions,Orbs,utils,0.5,0.3,0.1,0.5,0.57,,0,WebGPU-specific texture utility functions
Anima,awesome-js,Animation,General,library,https://animajs.com/,Minimal JavaScript animation library,Wall,animation|minimal|lightweight,0.3,0.5,0.0,0.3,0.57,,0,Minimal animation utility
Float16BufferAttribute,threejs-docs,Reference,Core,api,https://threejs.org/docs/#api/en/core/bufferAttributeTypes/Float16BufferAttribute,,Orbs,geometry,0.4,0.4,0.1,0.5,0.56,,0,
Float32BufferAttribute,threejs-docs,Reference,Core,api,https://threejs.org/docs/#api/en/core/bufferAttributeTypes/Float32BufferAttribute,,Orbs,geometry,0.4,0.4,0.1,0.5,0.56,,0,
InstancedInterleavedBuffer,threejs-docs,Reference,Core,api,https://threejs.org/docs/#api/en/core/InstancedInterleavedBuffer,,Orbs,geometry,0.4,0.4,0.1,0.5,0.56,,0,
Int16BufferAttribute,threejs-docs,Reference,Core,api,https://threejs.org/docs/#api/en/core/bufferAttributeTypes/Int16BufferAttribute,,Orbs,geometry,0.4,0.4,0.1,0.5,0.56,,0,
Int32BufferAttribute,threejs-docs,Reference,Core,api,https://threejs.org/docs/#api/en/core/bufferAttributeTypes/Int32BufferAttribute,,Orbs,geometry,0.4,0.4,0.1,0.5,0.56,,0,
Int8BufferAttribute,threejs-docs,Reference,Core,api,https://threejs.org/docs/#api/en/core/bufferAttributeTypes/Int8BufferAttribute,,Orbs,geometry,0.4,0.4,0.1,0.5,0.56,,0,
RenderTarget3D,threejs-docs,Reference,Core,api,https://threejs.org/docs/#api/en/core/RenderTarget3D,,Ritual,rendering|xr,0.4,0.4,0.1,0.5,0.56,,0,
Uint16BufferAttribute,threejs-docs,Reference,Core,api,https://threejs.org/docs/#api/en/core/bufferAttributeTypes/Uint16BufferAttribute,,Orbs,geometry,0.4,0.4,0.1,0.5,0.56,,0,
Uint32BufferAttribute,threejs-docs,Reference,Core,api,https://threejs.org/docs/#api/en/core/bufferAttributeTypes/Uint32BufferAttribute,,Orbs,geometry,0.4,0.4,0.1,0.5,0.56,,0,
Uint8BufferAttribute,threejs-docs,Reference,Core,api,https://threejs.org/docs/#api/en/core/bufferAttributeTypes/Uint8BufferAttribute,,Orbs,geometry,0.4,0.4,0.1,0.5,0.56,,0,
Uint8ClampedBufferAttribute,threejs-docs,Reference,Core,api,https://threejs.org/docs/#api/en/core/bufferAttributeTypes/Uint8ClampedBufferAttribute,,Orbs,geometry,0.4,0.4,0.1,0.5,0.56,,0,
UniformsGroup,threejs-docs,Reference,Core,api,https://threejs.org/docs/#api/en/core/UniformsGroup,,Orbs,rendering,0.4,0.4,0.1,0.5,0.56,,0,
Controls,threejs-docs,Reference,Extras,api,https://threejs.org/docs/#api/en/extras/Controls,,Ritual,interaction,0.4,0.4,0.1,0.5,0.56,,0,
CubicBezierCurve,threejs-docs,Reference,Extras,api,https://threejs.org/docs/#api/en/extras/curves/CubicBezierCurve,,Orbs,math,0.4,0.4,0.1,0.5,0.56,,0,
DataUtils,threejs-docs,Reference,Extras,api,https://threejs.org/docs/#api/en/extras/DataUtils,,Orbs,rendering,0.4,0.4,0.1,0.5,0.56,,0,
Earcut,threejs-docs,Reference,Extras,api,https://threejs.org/docs/#api/en/extras/Earcut,,Ritual,math|xr,0.4,0.4,0.1,0.5,0.56,,0,
ImageUtils,threejs-docs,Reference,Extras,api,https://threejs.org/docs/#api/en/extras/ImageUtils,,Orbs,rendering,0.4,0.4,0.1,0.5,0.56,,0,
QuadraticBezierCurve,threejs-docs,Reference,Extras,api,https://threejs.org/docs/#api/en/extras/curves/QuadraticBezierCurve,,Orbs,math,0.4,0.4,0.1,0.5,0.56,,0,
ShapeUtils,threejs-docs,Reference,Extras,api,https://threejs.org/docs/#api/en/extras/ShapeUtils,,Orbs,geometry,0.4,0.4,0.1,0.5,0.56,,0,
TextureUtils,threejs-docs,Reference,Extras,api,https://threejs.org/docs/#api/en/extras/TextureUtils,,Wall,textures,0.4,0.4,0.1,0.5,0.56,,0,
Cache,threejs-docs,Reference,Loaders,api,https://threejs.org/docs/#api/en/loaders/Cache,,Orbs,loading,0.4,0.4,0.1,0.5,0.56,,0,
Box2,threejs-docs,Reference,Math,api,https://threejs.org/docs/#api/en/math/Box2,,Orbs,math,0.4,0.4,0.1,0.5,0.56,,0,
FrustumArray,threejs-docs,Reference,Math,api,https://threejs.org/docs/#api/en/math/FrustumArray,,Ritual,math|xr,0.4,0.4,0.1,0.5,0.56,,0,
Matrix2,threejs-docs,Reference,Math,api,https://threejs.org/docs/#api/en/math/Matrix2,,Orbs,math,0.4,0.4,0.1,0.5,0.56,,0,
CompressedArrayTexture,threejs-docs,Reference,Textures,api,https://threejs.org/docs/#api/en/textures/CompressedArrayTexture,,Ritual|Wall,math|textures|xr,0.4,0.4,0.1,0.5,0.56,,0,
CompressedCubeTexture,threejs-docs,Reference,Textures,api,https://threejs.org/docs/#api/en/textures/CompressedCubeTexture,,Wall,textures,0.4,0.4,0.1,0.5,0.56,,0,
CubeDepthTexture,threejs-docs,Reference,Textures,api,https://threejs.org/docs/#api/en/textures/CubeDepthTexture,,Wall,materials|textures,0.4,0.4,0.1,0.5,0.56,,0,
ExternalTexture,threejs-docs,Reference,Textures,api,https://threejs.org/docs/#api/en/textures/ExternalTexture,,Wall,textures,0.4,0.4,0.1,0.5,0.56,,0,
VideoFrameTexture,threejs-docs,Reference,Textures,api,https://threejs.org/docs/#api/en/textures/VideoFrameTexture,,Wall,textures,0.4,0.4,0.1,0.5,0.56,,0,
BlendMode,threejs-docs,Reference,Renderers,api,https://threejs.org/docs/#api/en/renderers/common/BlendMode,,Orbs,animation|rendering,0.4,0.4,0.1,0.5,0.56,,0,
BundleGroup,threejs-docs,Reference,Renderers,api,https://threejs.org/docs/#api/en/renderers/common/BundleGroup,,Orbs,rendering,0.4,0.4,0.1,0.5,0.56,,0,
CanvasTarget,threejs-docs,Reference,Renderers,api,https://threejs.org/docs/#api/en/renderers/common/CanvasTarget,,Constellation|Ritual,rendering|textures|xr,0.4,0.4,0.1,0.5,0.56,,0,
Info,threejs-docs,Reference,Renderers,api,https://threejs.org/docs/#api/en/renderers/common/Info,,Orbs,rendering,0.4,0.4,0.1,0.5,0.56,,0,
QuadMesh,threejs-docs,Reference,Renderers,api,https://threejs.org/docs/#api/en/renderers/common/QuadMesh,,Orbs,geometry|rendering,0.4,0.4,0.1,0.5,0.56,,0,
StorageBufferAttribute,threejs-docs,Reference,Renderers,api,https://threejs.org/docs/#api/en/renderers/common/StorageBufferAttribute,,Orbs,geometry|rendering,0.4,0.4,0.1,0.5,0.56,,0,
StorageInstancedBufferAttribute,threejs-docs,Reference,Renderers,api,https://threejs.org/docs/#api/en/renderers/common/StorageInstancedBufferAttribute,,Orbs,geometry|rendering,0.4,0.4,0.1,0.5,0.56,,0,
StorageTexture,threejs-docs,Reference,Renderers,api,https://threejs.org/docs/#api/en/renderers/common/StorageTexture,,Wall,rendering|textures,0.4,0.4,0.1,0.5,0.56,,0,
StorageArrayTexture,threejs-docs,Reference,Renderers,api,https://threejs.org/docs/#api/en/renderers/common/StorageArrayTexture,,Ritual|Wall,math|rendering|textures|xr,0.4,0.4,0.1,0.5,0.56,,0,
Storage3DTexture,threejs-docs,Reference,Renderers,api,https://threejs.org/docs/#api/en/renderers/common/Storage3DTexture,,Wall,rendering|textures,0.4,0.4,0.1,0.5,0.56,,0,
IndirectStorageBufferAttribute,threejs-docs,Reference,Renderers,api,https://threejs.org/docs/#api/en/renderers/common/IndirectStorageBufferAttribute,,Orbs,geometry|rendering,0.4,0.4,0.1,0.5,0.56,,0,
TimestampQueryPool,threejs-docs,Reference,Renderers,api,https://threejs.org/docs/#api/en/renderers/common/TimestampQueryPool,,Orbs,rendering,0.4,0.4,0.1,0.5,0.56,,0,
WebGLArrayRenderTarget,threejs-docs,Reference,Renderers,api,https://threejs.org/docs/#api/en/renderers/WebGLArrayRenderTarget,,Ritual,math|rendering|xr,0.4,0.4,0.1,0.5,0.56,,0,
WebGL3DRenderTarget,threejs-docs,Reference,Renderers,api,https://threejs.org/docs/#api/en/renderers/WebGL3DRenderTarget,,Ritual,rendering|xr,0.4,0.4,0.1,0.5,0.56,,0,
WebXRDepthSensing,threejs-docs,Reference,Renderers,api,https://threejs.org/docs/#api/en/renderers/webxr/WebXRDepthSensing,,Ritual,materials|rendering|textures|xr,0.4,0.4,0.1,0.5,0.56,,0,
CCDIKHelper,threejs-docs,Addons,Animation,api,https://threejs.org/docs/#examples/en/animation/CCDIKHelper,Addon/Example class,Constellation|Pantheon,animation,0.6,0.4,0.5,0.5,0.56,,0,Addon/Example class
DRACOExporter,threejs-docs,Addons,Exporters,api,https://threejs.org/docs/#examples/en/exporters/DRACOExporter,Addon/Example class,Orbs,loading,0.5,0.7,0.8,0.5,0.55,,9,Addon/Example class
GLTFExporter,threejs-docs,Addons,Exporters,api,https://threejs.org/docs/#examples/en/exporters/GLTFExporter,Addon/Example class,Pantheon,loading,0.5,0.7,0.8,0.5,0.55,,9,Addon/Example class
OBJExporter,threejs-docs,Addons,Exporters,api,https://threejs.org/docs/#examples/en/exporters/OBJExporter,Addon/Example class,Orbs,loading,0.5,0.7,0.8,0.5,0.55,,9,Addon/Example class
PLYExporter,threejs-docs,Addons,Exporters,api,https://threejs.org/docs/#examples/en/exporters/PLYExporter,Addon/Example class,Orbs,loading,0.5,0.7,0.8,0.5,0.55,,9,Addon/Example class
STLExporter,threejs-docs,Addons,Exporters,api,https://threejs.org/docs/#examples/en/exporters/STLExporter,Addon/Example class,Orbs,loading,0.5,0.7,0.8,0.5,0.55,,9,Addon/Example class
USDZExporter,threejs-docs,Addons,Exporters,api,https://threejs.org/docs/#examples/en/exporters/USDZExporter,Addon/Example class,Orbs,loading,0.5,0.7,0.8,0.5,0.55,,9,Addon/Example class
PCDLoader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/PCDLoader,Addon/Example class,Orbs,loading,0.5,0.7,0.8,0.5,0.55,,12,Addon/Example class
PDBLoader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/PDBLoader,Addon/Example class,Orbs,loading,0.5,0.7,0.8,0.5,0.55,,1,Addon/Example class
USDLoader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/USDLoader,Addon/Example class,Orbs,loading,0.5,0.7,0.8,0.5,0.55,,1,Addon/Example class
LDrawLoader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/LDrawLoader,Addon/Example class,Orbs,loading,0.5,0.7,0.8,0.5,0.55,,1,Addon/Example class
Rhino3dmLoader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/Rhino3dmLoader,Addon/Example class,Orbs,loading,0.5,0.7,0.8,0.5,0.55,,1,Addon/Example class
BVHLoader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/BVHLoader,Addon/Example class,Orbs,loading,0.5,0.7,0.8,0.5,0.55,,1,Addon/Example class
TIFFLoader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/TIFFLoader,Loads TIFF image format as textures,Orbs,loaders,0.6,0.3,0.4,0.5,0.55,,0,Loads TIFF image format as textures
MD2Loader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/MD2Loader,Loads Quake II MD2 character models,Pantheon,loaders,0.5,0.4,0.4,0.5,0.54,,0,Loads Quake II MD2 character models
ScriptProcessorNode,web-audio,Web Audio API,Legacy,api,https://developer.mozilla.org/en-US/docs/Web/API/ScriptProcessorNode,DEPRECATED - Legacy JavaScript audio processing on main thread,Pantheon,,0.3,0.4,0.0,0.2,0.54,AudioWorkletNode|AudioProcessingEvent,0,Deprecated - use AudioWorkletNode instead
Tab,threejs-docs,Addons,Inspector,api,https://threejs.org/docs/#examples/en/inspector/Tab,Inspector tab UI component,Orbs,inspector,0.4,0.3,0.1,0.5,0.53,,0,Inspector tab UI component
AnimationClipCreator,threejs-docs,Addons,Animation,api,https://threejs.org/docs/#examples/en/animation/AnimationClipCreator,Addon/Example class,Pantheon,animation,0.5,0.4,0.5,0.5,0.52,,0,Addon/Example class
CCDIKSolver,threejs-docs,Addons,Animation,api,https://threejs.org/docs/#examples/en/animation/CCDIKSolver,Addon/Example class,Pantheon,animation,0.5,0.4,0.5,0.5,0.52,,0,Addon/Example class
NURBSCurve,threejs-docs,Addons,Curves,api,https://threejs.org/docs/#examples/en/curves/NURBSCurve,Addon/Example class,Orbs,rendering,0.5,0.4,0.5,0.5,0.52,,0,Addon/Example class
NURBSSurface,threejs-docs,Addons,Curves,api,https://threejs.org/docs/#examples/en/curves/NURBSSurface,Addon/Example class,Pantheon,rendering,0.5,0.4,0.5,0.5,0.52,,0,Addon/Example class
AMFLoader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/AMFLoader,Loads Additive Manufacturing Format files,Pantheon,loaders,0.6,0.4,0.7,0.5,0.52,,0,Loads Additive Manufacturing Format files
KMZLoader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/KMZLoader,Loads Google Earth KMZ 3D model archives,Pantheon,loaders,0.5,0.3,0.4,0.5,0.51,,0,Loads Google Earth KMZ 3D model archives
VRMLLoader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/VRMLLoader,Loads VRML virtual reality model format,Ritual,loaders,0.5,0.3,0.4,0.5,0.51,,0,Loads VRML virtual reality model format
LDrawUtils,threejs-docs,Addons,Utils,api,https://threejs.org/docs/#examples/en/utils/LDrawUtils,Utility functions for LDraw model processing,Pantheon,utils,0.5,0.3,0.4,0.5,0.51,,0,Utility functions for LDraw model processing
ThreeMFLoader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/ThreeMFLoader,Loads 3MF manufacturing format,Pantheon,loaders,0.6,0.3,0.7,0.5,0.49,,0,Loads 3MF manufacturing format
MDDLoader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/MDDLoader,Loads point cache animation data,Pantheon,loaders,0.5,0.4,0.7,0.5,0.48,,0,Loads point cache animation data
NURBSVolume,threejs-docs,Addons,Curves,api,https://threejs.org/docs/#examples/en/curves/NURBSVolume,NURBS volume for solid modeling,Orbs,curves,0.5,0.4,0.7,0.5,0.48,,0,NURBS volume for solid modeling
